"SN","Train_No","Station_Code","1A","2A","3A","SL","Station_Name","Route_Number","Arrival_time","Departure_Time","Distance"
"9","1656","MMR","3780","3044","2308","1572","MANMAD JN.","1","06:45:00","06:50:00","736"
"10","1656","KPG","3985","3208","2431","1654","KOPARGAON","1","07:53:00","07:55:00","777"
"11","1656","ANG","4540","3652","2764","1876","AHMADNAGAR","1","09:57:00","10:00:00","888"
"12","1656","DD","4960","3988","3016","2044","DAUND JN.","1","12:10:00","12:25:00","972"
"13","1656","PUNE","5350","4300","3250","2200","PUNE JN.","1","14:05:00","14:05:00","1050"
"1","1705","BDTS","100","100","100","100","BANDRA TERMI","1","00:15:00","00:15:00","0"
"2","1705","BVI","190","172","154","136","BORIVLI","1","00:45:00","00:48:00","18"
"3","1705","VAPI","890","732","574","416","VAPI","1","02:40:00","02:42:00","158"
"4","1705","ST","1355","1104","853","602","SURAT","1","04:25:00","04:28:00","251"
"5","1705","BRC","2000","1620","1240","860","VADODARA JN.","1","06:10:00","06:20:00","380"
"6","1705","RTM","3310","2668","2026","1384","RATLAM JN","1","10:00:00","10:10:00","642"
"7","1705","UJN","3805","3064","2323","1582","UJJAIN JN","1","11:50:00","12:00:00","741"
"8","1705","BIH","4670","3756","2842","1928","BAIRAGARH","1","14:50:00","14:52:00","914"
"9","1705","BPL","4725","3800","2875","1950","BHOPAL","1","15:15:00","15:20:00","925"
"10","1705","HBD","5090","4092","3094","2096","HOSHANGABAD","1","16:30:00","16:32:00","998"
"11","1705","ET","5180","4164","3148","2132","ITARSI","1","16:50:00","17:05:00","1016"
"12","1705","PPI","5520","4436","3352","2268","PIPARIYA","1","17:48:00","17:50:00","1084"
"13","1705","NU","5985","4808","3631","2454","NARSINGHPUR","1","19:28:00","19:30:00","1177"
"14","1705","JBP","6405","5144","3883","2622","JABALPUR","1","21:40:00","21:40:00","1261"
"1","1706","JBP","100","100","100","100","JABALPUR","1","14:20:00","14:20:00","0"
"2","1706","NU","520","436","352","268","NARSINGHPUR","1","15:38:00","15:40:00","84"
"3","1706","PPI","985","808","631","454","PIPARIYA","1","16:38:00","16:40:00","177"
"4","1706","ET","1325","1080","835","590","ITARSI","1","18:10:00","18:25:00","245"
"5","1706","HBD","1410","1148","886","624","HOSHANGABAD","1","18:50:00","18:52:00","262"
"6","1706","BPL","1780","1444","1108","772","BHOPAL","1","20:25:00","20:35:00","336"
"7","1706","BIH","1835","1488","1141","794","BAIRAGARH","1","20:50:00","20:52:00","347"
"8","1706","UJN","2700","2180","1660","1140","UJJAIN JN","1","23:25:00","23:35:00","520"
"9","1706","RTM","3195","2576","1957","1338","RATLAM JN","1","01:15:00","01:25:00","619"
"10","1706","BRC","4510","3628","2746","1864","VADODARA JN.","1","04:45:00","04:55:00","882"
"11","1706","ST","5155","4144","3133","2122","SURAT","1","06:40:00","06:45:00","1011"
"12","1706","VAPI","5615","4512","3409","2306","VAPI","1","08:02:00","08:04:00","1103"
"13","1706","BVI","6315","5072","3829","2586","BORIVLI","1","10:25:00","10:27:00","1243"
"14","1706","BDTS","6410","5148","3886","2624","BANDRA TERMI","1","11:15:00","11:15:00","1262"
"1","1707","JBP","100","100","100","100","JABALPUR","1","09:15:00","09:15:00","0"
"2","1707","KMZ","545","456","367","278","KATNI MURWAR","1","10:28:00","10:30:00","89"
"3","1707","DMO","1095","896","697","498","DAMOH","1","11:58:00","12:00:00","199"
"4","1707","SGO","1480","1204","928","652","SAUGOR","1","13:00:00","13:05:00","276"
"5","1707","MAKR","1835","1488","1141","794","MALKHEDI","1","14:10:00","14:12:00","347"
"6","1707","LAR","2130","1724","1318","912","LALITPUR","1","15:15:00","15:17:00","406"
"7","1707","JHS","2575","2080","1585","1090","JHANSI JN","1","16:35:00","16:45:00","495"
"8","1707","GWL","3060","2468","1876","1284","GWALIOR JN","1","18:00:00","18:02:00","592"
"9","1707","AGC","3595","2896","2197","1498","AGRA CANTT","1","19:45:00","19:50:00","699"
"10","1707","MTJ","3860","3108","2356","1604","MATHURA JN.","1","20:48:00","20:50:00","752"
"11","1707","NDLS","4540","3652","2764","1876","NEW DELHI","1","00:20:00","00:50:00","888"
"12","1707","UMB","5530","4444","3358","2272","AMBALA CANTT","1","04:00:00","04:05:00","1086"
"13","1707","LDH","6100","4900","3700","2500","LUDHIANA JN.","1","07:45:00","07:55:00","1200"
"14","1707","JUC","6380","5124","3868","2612","JALANDHAR CI","1","08:57:00","09:02:00","1256"
"15","1707","BEAS","6565","5272","3979","2686","BEAS JN","1","09:40:00","09:42:00","1293"
"16","1707","ASR","6775","5440","4105","2770","AMRITSAR JN.","1","10:45:00","10:55:00","1335"
"17","1707","ATT","6900","5540","4180","2820","ATARI JN","1","11:45:00","11:45:00","1360"
"1","1708","ATT","100","100","100","100","ATARI JN","1","14:45:00","14:45:00","0"
"2","1708","ASR","225","200","175","150","AMRITSAR JN.","1","15:40:00","15:50:00","25"
"3","1708","BEAS","435","368","301","234","BEAS JN","1","16:20:00","16:22:00","67"
"4","1708","JUC","615","512","409","306","JALANDHAR CI","1","16:55:00","17:00:00","103"
"5","1708","LDH","900","740","580","420","LUDHIANA JN.","1","18:00:00","18:10:00","160"
"6","1708","UMB","1470","1196","922","648","AMBALA CANTT","1","21:10:00","21:15:00","274"
"7","1708","NDLS","2460","1988","1516","1044","NEW DELHI","1","01:30:00","02:00:00","472"
"8","1708","MTJ","3150","2540","1930","1320","MATHURA JN.","1","04:33:00","04:35:00","610"
"9","1708","AGC","3415","2752","2089","1426","AGRA CANTT","1","05:30:00","05:35:00","663"
"10","1708","GWL","3950","3180","2410","1640","GWALIOR JN","1","07:28:00","07:30:00","770"
"11","1708","JHS","4435","3568","2701","1834","JHANSI JN","1","09:05:00","09:15:00","867"
"12","1708","LAR","4880","3924","2968","2012","LALITPUR","1","10:20:00","10:22:00","956"
"13","1708","MAKR","5180","4164","3148","2132","MALKHEDI","1","11:50:00","11:52:00","1016"
"14","1708","SGO","5530","4444","3358","2272","SAUGOR","1","13:00:00","13:05:00","1086"
"15","1708","DMO","5920","4756","3592","2428","DAMOH","1","14:10:00","14:15:00","1164"
"16","1708","KMZ","6465","5192","3919","2646","KATNI MURWAR","1","16:05:00","16:10:00","1273"
"17","1708","JBP","6910","5548","4186","2824","JABALPUR","1","17:20:00","17:20:00","1362"
"1","2025","CSMT","100","100","100","100","CST-MUMBAI","1","05:00:00","05:00:00","0"
"2","2025","DR","140","132","124","116","DADAR","1","05:08:00","05:10:00","8"
"3","2025","TNA","265","232","199","166","THANE","1","05:33:00","05:35:00","33"
"4","2025","PNVL","450","380","310","240","PANVEL","1","06:13:00","06:15:00","70"
"5","2025","RN","1880","1524","1168","812","RATNAGIRI","1","10:15:00","10:20:00","356"
"6","2025","KUDL","2640","2132","1624","1116","KUDAL","1","12:04:00","12:06:00","508"
"7","2025","KRMI","2995","2416","1837","1258","KARMALI","1","13:20:00","13:20:00","579"
"1","2026","KRMI","100","100","100","100","KARMALI","1","14:30:00","14:30:00","0"
"2","2026","KUDL","450","380","310","240","KUDAL","1","15:26:00","15:28:00","70"
"3","2026","RN","1150","940","730","520","RATNAGIRI","1","17:15:00","17:20:00","210"
"4","2026","PNVL","2590","2092","1594","1096","PANVEL","1","21:33:00","21:35:00","498"
"5","2026","TNA","2780","2244","1708","1172","THANE","1","22:17:00","22:19:00","536"
"6","2026","DR","2900","2340","1780","1220","DADAR","1","22:38:00","22:40:00","560"
"7","2026","CSMT","2945","2376","1807","1238","CST-MUMBAI","1","23:00:00","23:00:00","569"
"1","2191","JBP","100","100","100","100","JABALPUR","1","20:10:00","20:10:00","0"
"2","2191","SHR","290","252","214","176","SIHORAROAD","1","20:40:00","20:42:00","38"
"3","2191","KTE","550","460","370","280","KATNI","1","21:20:00","21:40:00","90"
"4","2191","UMR","850","700","550","400","UMARIA","1","23:14:00","23:16:00","150"
"5","2191","SDL","1185","968","751","534","SHAHDOL","1","00:23:00","00:28:00","217"
"6","2191","APR","1390","1132","874","616","ANUPPUR JN.","1","01:05:00","01:10:00","258"
"7","2191","PND","1640","1332","1024","716","PENDRA ROAD","1","01:50:00","01:52:00","308"
"8","2191","BSP","2145","1736","1327","918","BILASPUR JN.","1","04:30:00","04:45:00","409"
"9","2191","CPH","2405","1944","1483","1022","CHAMPA JN.","1","05:31:00","05:33:00","461"
"10","2191","RIG","2805","2264","1723","1182","RAIGARH","1","06:32:00","06:37:00","541"
"11","2191","JSG","3175","2560","1945","1330","JHARSUGUDA J","1","08:10:00","08:15:00","615"
"12","2191","ROU","3680","2964","2248","1532","ROURKELA","1","09:52:00","09:57:00","716"
"13","2191","CKP","4175","3360","2545","1730","CHAKARADHARP","1","11:22:00","11:24:00","815"
"14","2191","TATA","4485","3608","2731","1854","TATANAGAR JN","1","12:35:00","12:45:00","877"
"15","2191","KGP","5175","4160","3145","2130","KHARAGPUR","1","14:40:00","14:45:00","1015"
"16","2191","SRC","5715","4592","3469","2346","SANTRAGACHI","1","16:00:00","16:00:00","1123"
"1","2192","SRC","100","100","100","100","SANTRAGACHI","1","20:40:00","20:40:00","0"
"2","2192","KGP","645","536","427","318","KHARAGPUR","1","22:15:00","22:20:00","109"
"3","2192","TATA","1330","1084","838","592","TATANAGAR JN","1","00:05:00","00:15:00","246"
"4","2192","CKP","1645","1336","1027","718","CHAKARADHARP","1","01:03:00","01:10:00","309"
"5","2192","ROU","2130","1724","1318","912","ROURKELA","1","02:30:00","02:40:00","406"
"6","2192","JSG","2635","2128","1621","1114","JHARSUGUDA J","1","04:20:00","04:25:00","507"
"7","2192","RIG","3000","2420","1840","1260","RAIGARH","1","05:16:00","05:21:00","580"
"8","2192","CPH","3400","2740","2080","1420","CHAMPA JN.","1","06:19:00","06:24:00","660"
"9","2192","BSP","3665","2952","2239","1526","BILASPUR JN.","1","07:40:00","07:55:00","713"
"10","2192","PND","4165","3352","2539","1726","PENDRA ROAD","1","09:30:00","09:35:00","813"
"11","2192","APR","4415","3552","2689","1826","ANUPPUR JN.","1","10:25:00","10:30:00","863"
"12","2192","SDL","4625","3720","2815","1910","SHAHDOL","1","11:25:00","11:30:00","905"
"13","2192","UMR","4965","3992","3019","2046","UMARIA","1","12:43:00","12:45:00","973"
"14","2192","KTE","5265","4232","3199","2166","KATNI","1","14:00:00","14:20:00","1033"
"15","2192","SHR","5525","4440","3355","2270","SIHORAROAD","1","15:08:00","15:10:00","1085"
"16","2192","JBP","5715","4592","3469","2346","JABALPUR","1","15:50:00","15:50:00","1123"
"1","2195","REWA","100","100","100","100","REWA","1","13:20:00","13:20:00","0"
"2","2195","STA","345","296","247","198","SATNA","1","14:20:00","14:30:00","49"
"3","2195","MYR","520","436","352","268","MAIHAR","1","14:50:00","14:52:00","84"
"4","2195","JKE","750","620","490","360","JUKEHI","1","15:38:00","15:40:00","130"
"5","2195","KTE","835","688","541","394","KATNI","1","16:05:00","16:10:00","147"
"6","2195","DMO","1395","1136","877","618","DAMOH","1","17:35:00","17:37:00","259"
"7","2195","SGO","1780","1444","1108","772","SAUGOR","1","18:40:00","18:45:00","336"
"8","2195","BINA","2165","1752","1339","926","BINA","1","20:30:00","20:35:00","413"
"9","2195","BHS","2590","2092","1594","1096","VIDISHA","1","21:50:00","21:52:00","498"
"10","2195","BPL","2855","2304","1753","1202","BHOPAL","1","23:00:00","23:00:00","551"
"1","2196","BPL","100","100","100","100","BHOPAL","1","23:45:00","23:45:00","0"
"2","2196","BHS","365","312","259","206","VIDISHA","1","00:30:00","00:32:00","53"
"3","2196","BINA","790","652","514","376","BINA","1","01:50:00","01:55:00","138"
"4","2196","SGO","1165","952","739","526","SAUGOR","1","03:10:00","03:15:00","213"
"5","2196","DMO","1550","1260","970","680","DAMOH","1","04:18:00","04:20:00","290"
"6","2196","KTE","2105","1704","1303","902","KATNI","1","06:55:00","07:00:00","401"
"7","2196","JKE","2190","1772","1354","936","JUKEHI","1","07:20:00","07:22:00","418"
"8","2196","MYR","2420","1956","1492","1028","MAIHAR","1","08:00:00","08:02:00","464"
"9","2196","STA","2600","2100","1600","1100","SATNA","1","08:35:00","08:40:00","500"
"10","2196","REWA","2845","2296","1747","1198","REWA","1","09:45:00","09:45:00","549"
"1","2515","TVC","100","100","100","100","TRIVANDRUM C","1","00:05:00","00:05:00","0"
"2","2515","QLN","420","356","292","228","QUILON","1","01:05:00","01:10:00","64"
"3","2515","KYJ","625","520","415","310","KAYANKULAM J","1","01:50:00","01:52:00","105"
"4","2515","MVLK","665","552","439","326","MAVELIKARA","1","02:00:00","02:02:00","113"
"5","2515","CNGR","725","600","475","350","CHENGANNUR","1","02:10:00","02:12:00","125"
"6","2515","TRVL","770","636","502","368","TIRUVALLA","1","02:20:00","02:22:00","134"
"7","2515","KTYM","900","740","580","420","KOTTAYAM","1","02:42:00","02:44:00","160"
"8","2515","ERN","1195","976","757","538","ERNAKULAM TO","1","04:20:00","04:25:00","219"
"9","2515","AWY","1280","1044","808","572","ALWAYE","1","04:45:00","04:47:00","236"
"10","2515","TCR","1555","1264","973","682","TRICHUR","1","05:38:00","05:41:00","291"
"11","2515","PGT","1940","1572","1204","836","PALAKKAD JN","1","07:35:00","07:40:00","368"
"12","2515","CBE","2210","1788","1366","944","COIMBATORE","1","08:35:00","08:40:00","422"
"13","2515","TUP","2460","1988","1516","1044","TIRUPPUR","1","09:53:00","09:55:00","472"
"14","2515","ED","2710","2188","1666","1144","ERODE JN.","1","11:30:00","11:35:00","522"
"15","2515","SA","3010","2428","1846","1264","SALEM JN.","1","12:35:00","12:40:00","582"
"16","2515","JTJ","3615","2912","2209","1506","JOLARPETTAI","1","14:30:00","14:32:00","703"
"17","2515","KPD","4035","3248","2461","1674","KATPADI JN","1","15:50:00","15:52:00","787"
"18","2515","AJJ","4335","3488","2641","1794","ARAKKONAM JN","1","17:00:00","17:02:00","847"
"19","2515","MAS","4715","3792","2869","1946","CHENNAI CENT","1","18:20:00","18:40:00","923"
"20","2515","OGL","6170","4956","3742","2528","ONGOLE","1","23:45:00","23:47:00","1214"
"21","2515","BZA","6865","5512","4159","2806","VIJAYWADA JN","1","02:00:00","02:15:00","1353"
"22","2515","RJY","7610","6108","4606","3104","RAJAHMUNDRY","1","04:25:00","04:27:00","1502"
"23","2515","VSKP","8615","6912","5209","3506","VISAKHAPATNA","1","08:00:00","08:20:00","1703"
"24","2515","VZM","8915","7152","5389","3626","VIZIANAGARAM","1","09:18:00","09:20:00","1763"
"25","2515","CHE","9265","7432","5599","3766","SRIKAKULAM R","1","10:18:00","10:20:00","1833"
"26","2515","PSA","9630","7724","5818","3912","PALASA","1","11:30:00","11:32:00","1906"
"27","2515","BAM","9995","8016","6037","4058","BERHAMPUR","1","12:35:00","12:40:00","1979"
"28","2515","BALU","10375","8320","6265","4210","BALUGAN","1","13:40:00","13:42:00","2055"
"29","2515","KUR","10730","8604","6478","4352","KHURDA ROAD","1","15:00:00","15:20:00","2126"
"30","2515","BBS","10825","8680","6535","4390","BHUBANESWAR","1","15:50:00","15:55:00","2145"
"31","2515","CTC","10960","8788","6616","4444","CUTTACK JN.","1","16:30:00","16:35:00","2172"
"32","2515","JJKR","11320","9076","6832","4588","JAJPUR KEONJ","1","17:35:00","17:37:00","2244"
"33","2515","BHC","11540","9252","6964","4676","BHADRAKH","1","19:00:00","19:02:00","2288"
"34","2515","BLS","11850","9500","7150","4800","BALASORE","1","19:45:00","19:47:00","2350"
"35","2515","KGP","12455","9984","7513","5042","KHARAGPUR","1","21:15:00","21:20:00","2471"
"36","2515","SRC","12995","10416","7837","5258","SANTRAGACHI","1","23:00:00","23:02:00","2579"
"37","2515","HWH","13030","10444","7858","5272","HOWRAH JN.","1","23:55:00","00:15:00","2586"
"38","2515","BHP","13765","11032","8299","5566","BOLPUR","1","02:15:00","02:20:00","2733"
"39","2515","RPH","14065","11272","8479","5686","RAMPUR HAT","1","03:20:00","03:22:00","2793"
"40","2515","PKR","14340","11492","8644","5796","PAKUR","1","04:15:00","04:17:00","2848"
"41","2515","NFK","14500","11620","8740","5860","NEW FARAKKA","1","05:20:00","05:22:00","2880"
"42","2515","MLDT","14675","11760","8845","5930","MALDA TOWN","1","06:00:00","06:15:00","2915"
"43","2515","KNE","15400","12340","9280","6220","KISHANGANJ","1","08:15:00","08:17:00","3060"
"44","2515","NJP","15835","12688","9541","6394","NEW JALPAIGU","1","10:15:00","10:20:00","3147"
"45","2515","DQG","16165","12952","9739","6526","DHUPGURI","1","11:30:00","11:32:00","3213"
"46","2515","NCB","16465","13192","9919","6646","NEW COOCH BE","1","12:40:00","12:42:00","3273"
"47","2515","NOQ","16560","13268","9976","6684","NEW ALIPURDU","1","13:20:00","13:22:00","3292"
"48","2515","KOJ","16950","13580","10210","6840","KOKRAJHAR","1","14:30:00","14:32:00","3370"
"49","2515","NBQ","17105","13704","10303","6902","NEW BONGAIGA","1","15:30:00","15:32:00","3401"
"50","2515","BPRD","17330","13884","10438","6992","BARPETA ROAD","1","16:20:00","16:22:00","3446"
"51","2515","RNY","17655","14144","10633","7122","RANGIYA JN.","1","17:30:00","17:35:00","3511"
"52","2515","KYQ","17860","14308","10756","7204","KAMAKHYA JN","1","19:00:00","19:02:00","3552"
"53","2515","GHY","17890","14332","10774","7216","GUWAHATI","1","19:45:00","20:00:00","3558"
"54","2515","HJI","18575","14880","11185","7490","HOJAI","1","21:10:00","21:12:00","3695"
"55","2515","LMG","18800","15060","11320","7580","LUMDING JN.","1","22:35:00","23:00:00","3740"
"56","2515","NHGJ","19395","15536","11677","7818","NEW HARANGAJ","1","01:00:00","01:05:00","3859"
"57","2515","BPB","19645","15736","11827","7918","BADARPUR JN.","1","03:25:00","03:45:00","3909"
"58","2515","SCL","19795","15856","11917","7978","SILCHAR","1","05:00:00","05:00:00","3939"
"1","2651","PLNI","100","100","100","100","PALANI","1","07:45:00","07:45:00","0"
"2","2651","UDT","265","232","199","166","UDUMALAIPPET","1","08:18:00","08:20:00","33"
"3","2651","POY","410","348","286","224","POLLACHI","1","09:10:00","09:10:00","62"
"1","2652","POY","100","100","100","100","POLLACHI","1","16:45:00","16:45:00","0"
"2","2652","UDT","245","216","187","158","UDUMALAIPPET","1","17:10:00","17:12:00","29"
"3","2652","PLNI","410","348","286","224","PALANI","1","18:10:00","18:10:00","62"
"1","2731","HYB","100","100","100","100","HYDERABAD DE","1","16:25:00","16:25:00","0"
"2","2731","SC","150","140","130","120","SECUNDERABAD","1","16:55:00","17:00:00","10"
"3","2731","MED","285","248","211","174","MEDCHAL","1","17:39:00","17:40:00","37"
"4","2731","KMC","690","572","454","336","KAMAREDDI","1","19:19:00","19:20:00","118"
